County,Total_All_Schools,TXST,UT Austin,Texas A&M,Texas Tech,Stephen F. Austin,UTSA,UNT,UH,Has_Data,Dominant_School,Dominant_Enrollment,Dominant_Share,TXST_Market_Share,Is_Viable_Market,Market_Size_Score,Growth_Potential,Breakable_Market,Opportunity_Score,Opportunity_Category
WASHINGTON CO,532.0,0.0,8.0,47.0,5.0,0.0,6.0,0.0,0.0,True,Texas A&M,47.0,8.834586466165414,0.0,True,52.803757742628775,100.0,91.16541353383458,74.6349615780813,🎯 HIGH OPPORTUNITY
WEBB,14937.0,200.0,410.0,343.0,6.0,0.0,596.0,12.0,26.0,True,UTSA,596.0,3.990091718551249,1.338956952533976,True,80.83622256617844,92.12,96.00990828144874,87.25609293937896,🔥 TOP PRIORITY
WHARTON,1830.0,30.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,True,Texas A&M,107.0,5.8469945355191255,1.639344262295082,True,63.1827798365313,90.36,94.15300546448087,77.52999101116183,🔥 TOP PRIORITY
WHEELER,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,36.532367046458404,100.0,100.0,0.0,⚫ Small Market
WICHITA,2896.0,31.0,76.0,99.0,177.0,0.0,0.0,105.0,0.0,True,Texas Tech,177.0,6.111878453038674,1.0704419889502763,True,67.04150274110397,93.7,93.88812154696133,80.40837567994424,🔥 TOP PRIORITY
WILBARGER,170.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,True,Texas Tech,16.0,9.411764705882351,0.0,False,43.24253092243618,100.0,90.58823529411765,0.0,⚫ Small Market
WILBARGER COU,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,41.31651720755458,100.0,100.0,0.0,⚫ Small Market
WILLACY,747.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,True,UTSA,12.0,1.6064257028112447,0.0,True,55.65382677351277,100.0,98.39357429718875,77.50562824619414,🔥 TOP PRIORITY
WILLIAMSON,13449.0,1346.0,1226.0,1347.0,638.0,73.0,613.0,399.0,100.0,True,Texas A&M,1347.0,10.015614543832257,10.008179046769277,True,79.953744755651,41.13,89.98438545616774,70.31274946905904,🎯 HIGH OPPORTUNITY
WILLIAMSON CO,13041.0,1198.0,1132.0,1208.0,713.0,68.0,514.0,345.0,139.0,True,Texas A&M,1208.0,9.263093321064336,9.186412084962807,True,79.6946747100184,45.96,90.73690667893567,71.78271869079633,🎯 HIGH OPPORTUNITY
WILSON,1798.0,135.0,27.0,124.0,64.0,0.0,139.0,0.0,0.0,True,UTSA,139.0,7.730812013348165,7.508342602892102,True,63.03449660274787,55.83,92.26918798665183,66.7200858987043,🎯 HIGH OPPORTUNITY
WINKLER,197.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,Texas Tech,5.0,2.538071065989848,0.0,False,44.475498656791565,100.0,97.46192893401015,0.0,⚫ Small Market
WISE,1495.0,0.0,0.0,42.0,67.0,0.0,0.0,51.0,0.0,True,Texas Tech,67.0,4.481605351170568,0.0,True,61.48334830088993,100.0,95.51839464882943,79.84535308021086,🔥 TOP PRIORITY
WOOD,1061.0,0.0,0.0,11.0,0.0,8.0,0.0,7.0,0.0,True,Texas A&M,11.0,1.0367577756833175,0.0,True,58.60166185758672,100.0,98.96324222431669,79.09347937365669,🔥 TOP PRIORITY
YOAKUM,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,No Data,0.0,0.0,0.0,False,49.38581303524598,100.0,100.0,0.0,⚫ Small Market
YOUNG,547.0,0.0,0.0,0.0,47.0,0.0,0.0,24.0,0.0,True,Texas Tech,47.0,8.592321755027422,0.0,True,53.037173884386505,100.0,91.40767824497257,74.80012259118777,🎯 HIGH OPPORTUNITY
ZAPATA,639.0,7.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,True,UTSA,18.0,2.8169014084507045,1.0954616588419406,True,54.342380505807874,93.56,97.1830985915493,74.6758099712138,🎯 HIGH OPPORTUNITY
ZAVALA,471.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,True,UTSA,24.0,5.095541401273886,2.547770700636943,False,51.78155887626199,85.01,94.90445859872611,0.0,⚫ Small Market
